mov_id,movie_title,movie_year,dra_time,Cast,Genre,drama_url
51,Dr. Romantic,2016,60 min.,"Han Seok Kyu, Yoo Yeon Seok, Seo Hyun Jin, Choi Jin Ho, Yang Se Jong, Jang Hyuk Jin","Romance,  Drama,  Medical ","https://m.media-amazon.com/images/M/MV5BYmMyMTRjNzktODQwYS00YzUxLThiMWEtY2UwNWE5Y2E3NDcxXkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_SX101_CR0,0,101,150_.jpg"
52,The Fiery Priest,2019,35 min.,"Kim Nam Gil, Kim Sung Kyun, Lee Ha Nee, Go Jun, Geum Sae Rok, Jeon Sung Woo","Action,  Mystery,  Comedy,  Crime ","https://m.media-amazon.com/images/M/MV5BNmJjMWNkOTctMTE4ZS00MTJlLWEyZjAtOThjMDM0Njk2MTMwXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX101_CR0,0,101,150_.jpg"
53,Moon Lovers,2016,60 min.,"Lee Joon Gi, IU, Kang Ha Neul, Hong Jong Hyun, Nam Joo Hyuk, Byun Baek Hyun","Historical,  Romance,  Melodrama ","https://m.media-amazon.com/images/M/MV5BNmVmZWRmMjctZDk3OS00MzNlLTllNjAtZmI3YmJhNDRmZTc4XkEyXkFqcGdeQXVyNjgzNjE2MzY@._V1_SX101_CR0,0,101,150_.jpg"
54,Descendants of the Sun,2016,60 min.,"Song Joong Ki, Song Hye Kyo, Jin Goo, Kim Ji Won, Lee Seung Jun, Seo Jung Yeon","Action,  Comedy,  Romance,  Melodrama ","https://m.media-amazon.com/images/M/MV5BM2ExNGE4ZjItMmY5My00ZDU5LWJiMzMtOTFjMDRmNWVlMzZiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
55,Hot Stove League,2019,1 hr. 2 min.,"Namkoong Min, Park Eun Bin, Cho Byeong Kyu, Oh Jung Se, Son Jong Hak, Kim Do Hyun","Drama,  Sports,  Melodrama ","https://m.media-amazon.com/images/M/MV5BM2U3OTk1YTMtNWYyOS00ZWYxLTgyZGMtOTNmNGYyMzUwMThkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
56,Strong Woman Do Bong Soon,2017,1 hr. 7 min.,"Park Bo Young, Park Hyung Sik, Kim Ji Soo, Jun Suk Ho, Shim Hye Jin, Yoo Jae Myung","Action,  Thriller,  Comedy,  Romance,  Drama,  Supernatural ","https://m.media-amazon.com/images/M/MV5BZWUyYmMyMjktMmFjNC00ZGFiLThjODYtNjQ1MzQyODhmZmVmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
57,Law School,2021,1 hr. 5 min.,"Kim Myung Min, Kim Bum, Ryu Hye Young, Lee Jung Eun, Lee Soo Kyung, Lee David","Mystery,  Law,  Crime,  Drama ","https://m.media-amazon.com/images/M/MV5BYTJhMjAxZTEtODg3Yy00MWQ4LWEzOGQtZDg4Y2IzODcwZjEwXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX101_CR0,0,101,150_.jpg"
58,Live,2018,1 hr. 15 min.,"Lee Kwang Soo, Jung Yu Mi, Bae Sung Woo, Bae Jong Ok, Sung Dong Il, Jang Hyun Sung","Friendship,  Comedy,  Romance,  Crime ","https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SY150_CR0,0,101,150_.jpg"
59,Tunnel,2017,60 min.,"Choi Jin Hyuk, Yoon Hyun Min, Lee Yoo Young, Jo Hee Bong, Kim Byung Chul, Kang Ki Young","Thriller,  Mystery,  Sci-Fi,  Fantasy ","https://m.media-amazon.com/images/M/MV5BNDQwNjk0NTA2NV5BMl5BanBnXkFtZTgwODc4Mjc2ODE@._V1_SX101_CR0,0,101,150_.jpg"
60,Strangers from Hell,2019,60 min.,"Im Si Wan, Lee Dong Wook, Lee Jung Eun, Ahn Eun Jin, Park Jong Hwan, Lee Joong Ok","Thriller,  Horror,  Psychological,  Drama ","https://m.media-amazon.com/images/M/MV5BNTlkZTc2YzktZGEwYS00YzJmLWI3M2YtMmI1M2Y2MDNlNmI1XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_SY150_CR2,0,101,150_.jpg"
61,"It's Okay, That's Love",2014,60 min.,"Jo In Sung, Gong Hyo Jin, Sung Dong Il, Lee Kwang Soo, Jin Kyung, Lee Sung Kyung","Psychological,  Comedy,  Romance,  Drama ","https://m.media-amazon.com/images/M/MV5BZDJiNjUyOGUtZTc0Zi00ZDFhLTg4NzUtOTM2NGFhZGI4ZTQ4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
62,Eulachacha Waikiki,2018,1 hr. 5 min.,"Kim Jung Hyun, Lee Yi Kyung, Son Seung Won, Jung In Sun, Go Won Hee, Lee Joo Woo","Comedy,  Life,  Youth,  Drama ","https://m.media-amazon.com/images/M/MV5BMTkwZmM2N2MtZTBjYy00ODM1LTgxNTAtOTc1OWI0MzRkMTJjXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
63,The Bridal Mask,2012,1 hr. 5 min.,"Joo Won, Jin Se Yeon, Park Ki Woong, Han Chae Ah, Shin Hyun Joon, Chun Ho Jin","Action,  Historical,  Romance,  Political ","https://m.media-amazon.com/images/M/MV5BODQ1YTdmOGUtNmJiMS00ODE0LThhNjgtN2Y4M2NkNjNiZDU1XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR1,0,101,150_.jpg"
64,Partners for Justice 2,2019,35 min.,"Jung Jae Young, Jung Yoo Mi, Oh Man Suk, Noh Min Woo, Kang Seung Hyun, Park Jun Gyu","Mystery,  Law,  Drama,  Medical ","https://m.media-amazon.com/images/M/MV5BYzEzZGQyNGUtMDhlMS00MmQ1LTlkMGItMzc3MzNjODQxMTUyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX101_CR0,0,101,150_.jpg"
65,Jewel in the Palace,2003,1 hr. 5 min.,"Lee Young Ae, Ji Jin Hee, Hong Ri Na, Im Ho, Yang  Mi Kyung, Kyeon Mi Ri","Food,  Historical,  Romance,  Medical ","https://m.media-amazon.com/images/M/MV5BOWEzNjE5MzQtZjcyYy00ODQ3LThlYmEtMjQyMWI5MjM1ZmExXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_SY150_CR10,0,101,150_.jpg"
66,My Father is Strange,2017,1 hr. 6 min.,"Kim Yeong Cheol, Kim Hae Sook, Ryu Soo Young, Lee Yoo Ri, Lee Joon, Jung So Min","Comedy,  Romance,  Drama,  Family ","https://m.media-amazon.com/images/M/MV5BMjNhYzRlZjEtYmQxNC00M2I4LTkxNDctZTJlYjg0OTJmOTczXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
67,Children of Nobody,2018,30 min.,"Kim Sun Ah, Lee Yi Kyung, Nam Gyu Ri, N, Joo Seok Tae, Na Young Hee","Thriller,  Mystery,  Psychological,  Crime,  Drama ","https://m.media-amazon.com/images/M/MV5BN2I0NmMzYzItMWU1MC00NDIwLTllOTUtMDA0NWY2ZWE0MzRiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX101_CR0,0,101,150_.jpg"
68,Go Back Couple,2017,1 hr. 10 min.,"Jang Na Ra, Son Ho Jun, Heo Jung Min, Han Bo Reum, Jang Ki Yong, Go Bo Gyeol","Comedy,  Romance,  Life,  School,  Drama,  Family,  Supernatural ","https://m.media-amazon.com/images/M/MV5BYmQxNDQxY2QtYWM3MC00NGRkLTg0NDctMTdhNWJkNTRiODE4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR0,0,101,150_.jpg"
69,Good Manager,2017,60 min.,"Namkoong Min, Nam Sang Mi, Lee Jun Ho, Jung Hye Sung, Kim Won Hae, Kim Kang Hyun","Business,  Comedy,  Crime,  Drama ","https://m.media-amazon.com/images/M/MV5BMjU4Yzc3ZTctOGU5Yi00YjY0LWI0ZjktZDg4ZGIyZDNhOTA5L2ltYWdlXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SX101_CR0,0,101,150_.jpg"
70,Stranger 2,2020,1 hr. 2 min.,"Jo Seung Woo, Bae Doo Na, Jeon Hye Jin, Choi Moo Sung, Lee Joon Hyuk, Yoon Se Ah","Thriller,  Mystery,  Law,  Drama ","https://m.media-amazon.com/images/M/MV5BMDZkYmVhNjMtNWU4MC00MDQxLWE3MjYtZGMzZWI1ZjhlOWJmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR9,0,101,150_.jpg"
71,My Love from the Star,2013,58 min.,"Kim Soo Hyun, Jun Ji Hyun, Park Hae Jin, Yoo In Na, Shin Sung Rok, Kim Chang Wan","Comedy,  Romance,  Drama,  Supernatural ","https://m.media-amazon.com/images/M/MV5BYTA2MTZhMmQtN2VmOC00NTc4LWE2ZWQtNzc5ZDk5YWE4NDdlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX101_CR0,0,101,150_.jpg"
72,Empress Ki,2013,1 hr. 5 min.,"Ha Ji Won, Ji Chang Wook, Joo Jin Mo, Baek Jin Hee, Kim Ji Han, Kim Seo Hyung","Historical,  Romance,  Melodrama,  Political ","https://m.media-amazon.com/images/M/MV5BNThlM2ZjYzItYzhmYS00MjI5LTg5YTAtYzZlN2FjNmIwYzc3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
73,Age of Youth,2016,60 min.,"Han Ye Ri, Ryu Hwa Young, Park Eun Bin, Han Seung Yeon, Park Hye Soo, Yoon Park","Friendship,  Romance,  Life,  Youth ","https://m.media-amazon.com/images/M/MV5BZTRiNTJlMGUtNzRmOS00OGU5LWJjNzktOWNlMmI1ZTQ3NGI5XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
74,Mystic Pop-Up Bar,2020,1 hr. 8 min.,"Hwang Jung Eum, Yook Sung Jae, Choi Won Young, Jung Da Eun, Lee Joon Hyuk, Na In Woo","Mystery,  Comedy,  Family,  Fantasy ","https://m.media-amazon.com/images/M/MV5BM2Q5NWE0ZjctYWI2MS00N2E1LWE5NjAtYTY5ZTRjN2ZmZWJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR2,0,101,150_.jpg"
75,Cruel City,2013,60 min.,"Jung Kyung Ho, Nam Gyu Ri, Lee Jae Yoon, Son Chang Min, Kim Yoo Mi, Choi Moo Sung","Action,  Thriller,  Romance,  Crime ","https://m.media-amazon.com/images/M/MV5BOGRhNzA5NjUtMWNhNS00MWViLTg3YWEtYzkzZDMwMTJlY2RhXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX101_CR0,0,101,150_.jpg"
76,365,2020,35 min.,"Lee Joon Hyuk, Nam Ji Hyun, Kim Jee Soo, Lee Sung Wook, Yoon Joo Sang, Ahn Seung Gyun","Thriller,  Mystery,  Drama,  Fantasy ","https://m.media-amazon.com/images/M/MV5BMDdhYzNkOWQtYWNlNi00NDdjLWJlZDMtMjJjZDYyNjAxM2U1XkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_SY150_CR6,0,101,150_.jpg"
77,Designated Survivor,2019,1 hr. 10 min.,"Ji Jin Hee, Son Seok Koo, Kang Han Na, Heo Joon Ho, Lee Joon Hyuk, Choi Yoon Young","Thriller,  Mystery,  Drama,  Political ","https://m.media-amazon.com/images/M/MV5BZTdkMGNhZmYtNzAxMy00NWJkLThkN2MtNjVkNzY0NzVlMWQ4XkEyXkFqcGdeQXVyMTA0MDgzNTE1._V1_SY150_CR0,0,101,150_.jpg"
78,Just Between Lovers,2017,1 hr. 13 min.,"Lee Jun Ho, Won Jin Ah, Lee Ki Woo, Kang Han Na, Kim Hye Joon, Yoon Se Ah","Psychological,  Romance,  Melodrama ","https://m.media-amazon.com/images/M/MV5BMjRiMDcyMGItZDNjNy00ZTcyLWFlZDItNTY3YjEyMTg0MmIwXkEyXkFqcGdeQXVyNDU4MDQ0MjM@._V1_SY150_CR2,0,101,150_.jpg"
79,Squid Game,2021,60 min.,"Lee Jung Jae, Park Hae Soo, Jung Ho Yeon, Wi Ha Joon, Anupam Tripathi, Oh Young Soo","Action,  Thriller,  Mystery,  Drama ","https://m.media-amazon.com/images/M/MV5BYWE3MDVkN2EtNjQ5MS00ZDQ4LTliNzYtMjc2YWMzMDEwMTA3XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR0,0,101,150_.jpg"
80,Avengers Social Club,2017,60 min.,"Lee Yo Won, Ra Mi Ran, Myung Se Bin, Lee Jun Young, Choi Byung Mo, Jang Yong","Friendship,  Comedy,  Life,  Drama ","https://m.media-amazon.com/images/M/MV5BOTBmNjAxZTgtNmE3NS00ZmE4LWEzZTktNmFiZjQ0YWEzOWJmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SY150_CR2,0,101,150_.jpg"
81,The Master's Sun,2013,1 hr. 2 min.,"Gong Hyo Jin, So Ji Sub, Seo In Guk, Kim Yoo Ri, Choi Jung Woo, Kim  Mi Kyung","Horror,  Comedy,  Romance,  Supernatural ","https://m.media-amazon.com/images/M/MV5BYmEyNzBkZDQtODZjOS00NDQ3LTk2MGYtMTBiNWIyZjMxZDljXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX101_CR0,0,101,150_.jpg"
82,Once Again,2020,35 min.,"Chun Ho Jin, Cha Hwa Yun, Lee Jung Eun, Oh Dae Hwan, Lee Min Jung, Lee Sang Yeob","Comedy,  Romance,  Drama,  Family ","https://m.media-amazon.com/images/M/MV5BMjkzNGQxNzctNzhlYi00Mzc2LWIwMmYtYTgyNmQ3MWZlYWYxXkEyXkFqcGdeQXVyMjk4OTc2MTg@._V1_SY150_CR0,0,101,150_.jpg"
83,Save Me,2017,60 min.,"Seo Yea Ji, Ok Taec Yeon, Woo Do Hwan, Jo Sung Ha, Jo Jae Yoon, Park Ji Young","Action,  Thriller,  Mystery,  Drama ","https://m.media-amazon.com/images/M/MV5BNzljODAwZTAtMjcxYi00MDIyLWIwNjMtNWE4ZDg3MDZiMTg1XkEyXkFqcGdeQXVyMTI5OTk3NDY5._V1_SY150_CR0,0,101,150_.jpg"
84,Bad Guys,2014,1 hr. 5 min.,"Kim Sang Joong, Park Hae Jin, Jo Dong Hyuk, Ma Dong Seok, Kang Ye Won, Kang Shin Il","Action,  Thriller,  Psychological,  Crime ","https://m.media-amazon.com/images/M/MV5BMDhkYmU0MzctMWEzNy00ODg1LWI3ZjAtMGZlZjkzNWVmMzVjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX101_CR0,0,101,150_.jpg"
85,Missing,2020,1 hr. 10 min.,"Go Soo, Heo Joon Ho, Ahn So Hee, Ha Joon, Seo Eun Soo, Song Geon Hee","Thriller,  Mystery,  Supernatural ","https://m.media-amazon.com/images/M/MV5BZTk1ZWJlZjEtM2M2My00YTVhLWFkY2QtMGRmODRmNzk5MDY3XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_SY150_CR0,0,101,150_.jpg"
86,Rebel,2017,60 min.,"Yoon Kyun Sang, Chae Soo Bin, Kim Ji Suk, Lee Ha Nee, Kim Sang Joong, Shim Hee Sub","Action,  Thriller,  Historical,  Romance ","https://m.media-amazon.com/images/M/MV5BYWEyNzdhZTMtZDZlMC00NTZhLWEzMTQtZWQ4NWFmZmI0OGQ1XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR127,0,101,150_.jpg"
87,Nobody Knows,2020,1 hr. 10 min.,"Kim Seo Hyung, Ryu Deok Hwan, Park Hoon, Ahn Ji Ho, Min Jin Woong, Kang Ye Won","Thriller,  Mystery,  Drama,  Melodrama ","https://m.media-amazon.com/images/M/MV5BMjE5ZTA2YzQtM2M0My00OGNkLWE2YTAtYzA3YWE2YTQ0OWJmXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_SY150_CR2,0,101,150_.jpg"
88,I Hear Your Voice,2013,60 min.,"Lee Jong Suk, Lee Bo Young, Yoon Sang Hyun, Lee Da Hee, Jung Woong In, Yoon Joo Sang","Mystery,  Law,  Romance,  Supernatural ","https://m.media-amazon.com/images/M/MV5BYTY0Zjg2ODgtYjRmYS00ODRmLWFiMTAtOTFkMGUxNzA2MjJiXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX101_CR0,0,101,150_.jpg"
89,Reply 1997,2012,60 min.,"Jung Eun Ji, Seo In Guk, Hoya, Shin So Yool, Eun Ji Won, Lee Si Eon","Comedy,  Romance,  Life,  Family ","https://m.media-amazon.com/images/M/MV5BYWM1ODM0ZTYtOGViMS00MGRlLTgzNGQtYWE4NGQ3ZmQ3ZDZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
90,Kairos,2020,1 hr. 10 min.,"Shin Sung Rok, Lee Se Young, Ahn Bo Hyun, Nam Gyu Ri, Kang Seung Yoon, Jo Dong In","Action,  Thriller,  Drama,  Sci-Fi ","https://m.media-amazon.com/images/M/MV5BNmQ4MjBhNGMtZmQ4Mi00MjIwLTkwYzctOGU1OTIwNzJlYjVlXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SY150_CR2,0,101,150_.jpg"
91,Dali and the Cocky Prince,2021,1 hr. 5 min.,"Park Gyu Young, Kim Min Jae, Kwon Yool, Hwang Hee, Yeonwoo, Park Sang Myun","Comedy,  Romance,  Drama ","https://m.media-amazon.com/images/M/MV5BOTg0NGM1MzAtYjNjMi00ODYwLTk4NjAtZmRjYjlmODk4YTZiXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SY150_CR2,0,101,150_.jpg"
92,Yumi's Cells,2021,1 hr. 10 min.,"Kim Go Eun, Ahn Bo Hyun, Park Ji Hyun, Lee Yoo Bi, Joo Jong Hyuk, Park Jin Young","Psychological,  Comedy,  Romance,  Drama ","https://m.media-amazon.com/images/M/MV5BYjFmNTUyMmQtMGQ0Yy00YWY3LTkxOTEtMDQxZjIzNDE4NGVmXkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SY150_CR2,0,101,150_.jpg"
93,Arthdal Chronicles Part 1,2019,1 hr. 20 min.,"Song Joong Ki, Kim Ji Won, Jang Dong Gun, Kim Ok Bin, Kim Eui Sung, Lee Do Kyung","Historical,  Romance,  Fantasy,  Political ","https://m.media-amazon.com/images/M/MV5BNzI1MjM5MDk4OF5BMl5BanBnXkFtZTgwMzgzMDIyNTE@._V1_SY150_CR0,0,101,150_.jpg"
94,Beautiful World,2019,60 min.,"Park Hee Soon , Choo Ja Hyun, Oh Man Suk, Cho Yeo Jung, Nam  Da Reum , Kim Hwan Hee","Life,  School,  Family,  Melodrama ","https://m.media-amazon.com/images/M/MV5BYjY5MTdhY2YtODRhMi00ZjY4LTk1OGEtZWFkMmZhMDMyNWU2XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX101_CR0,0,101,150_.jpg"
95,What's Wrong with Secretary Kim,2018,1 hr. 9 min.,"Park Min Young, Park Seo Joon, Lee Tae Hwan, Pyo Ye Jin, Kim Hye Ok, Kim Byung Ok","Friendship,  Business,  Comedy,  Romance ","https://m.media-amazon.com/images/M/MV5BMGM2ODk3MTItN2ZkOS00ODMzLTg1ZjgtMWI3Y2U5ZDNmMzc0XkEyXkFqcGdeQXVyNjI4NDY5ODM@._V1_SX101_CR0,0,101,150_.jpg"
96,Vagabond,2019,1 hr. 10 min.,"Lee Seung Gi, Bae Suzy, Shin Sung Rok, Baek  Yoon Shik, Moon Sung Geun, Kim Min Jong","Action,  Thriller,  Mystery,  Crime ","https://m.media-amazon.com/images/M/MV5BNDYwNjViZWUtMDU0NC00OTNmLTlmNWItNjFkODM1ZjgwZTZhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SY150_CR2,0,101,150_.jpg"
97,Doctor John,2019,35 min.,"Ji Sung, Lee Se Young, Lee Kyu Hyung, Hwang Hee, Jung Min Ah, Kwon Hwa Woon","Mystery,  Romance,  Life,  Medical ","https://m.media-amazon.com/images/M/MV5BYjRmZThkZmEtOTEzMy00YTRjLTgwMjQtYjgxNmIzZDhiOTNkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SY150_CR2,0,101,150_.jpg"
98,When the Camellia Blooms,2019,35 min.,"Gong Hyo Jin, Kang Ha Neul, Kim Ji Suk, Son Dam Bi, Oh Jung Se, Yeom Hye Ran","Thriller,  Comedy,  Romance,  Drama,  Family ","https://m.media-amazon.com/images/M/MV5BZjM5ODk0MGItOWFjNS00NjUxLWEwM2EtYzBiYjAwNzE0MmE3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SY150_CR2,0,101,150_.jpg"
99,Because This Is My First Life,2017,1 hr. 10 min.,"Jung So Min, Lee Min Ki, Esom, Park Byung Eun, Kim Ga Eun, Kim Min Seok","Comedy,  Romance,  Life,  Drama ","https://m.media-amazon.com/images/M/MV5BNzIzNjRiMjEtNDg0Ny00NmUxLThkNDctMDYyOTU2ZjBhYTIyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
100,Fight For My Way,2017,60 min.,"Park Seo Joon, Kim Ji Won, Ahn Jae Hong, Song  Ha Yoon, Kim Sung Oh, Jin Hee Kyung","Business,  Comedy,  Romance,  Sports ","https://m.media-amazon.com/images/M/MV5BOTFkYWM2OGMtZmMwYS00OGM1LWE3MmItNGZjMmQ4YzgzZjVlXkEyXkFqcGdeQXVyNzk0NTA5NQ@@._V1_SY150_CR2,0,101,150_.jpg"
